date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot
2025-01-08,Doha,Ghar Thaileb,Residential Unit,130,1121.79
2025-01-08,Doha,Nuaija 44,Vacant Land,450,384.0
2025-01-08,Doha,Fereej Bin Mahmoud 23,Residence,430,756.0
2025-01-08,Doha,Fereej Abdel Aziz,Residence,84,1023.0
2025-01-08,Doha,Ghar Thaileb,Residential Unit,158,980.38
2025-01-08,Doha,Ghar Thaileb,Residential Unit,183,1049.61
2025-01-08,Doha,The Pearl Island,Residential Unit,425,1637.38
2025-01-08,Doha,Old Airport,Residence,359,763.0
2025-01-08,Doha,Al Thumama 50,Residence,450,692.0
2025-01-08,Doha,Al Sadd 39,Residence,683,966.0
2025-01-07,Doha,Al Dafna 60,Residential Unit,153,1440.0
2025-01-07,Doha,Nuaija 44,Residence,450,516.0
2025-01-07,Doha,Onaiza 66,Residence,888,352.0
2025-01-07,Doha,The Pearl Island,Residential Unit,60,1388.45
2025-01-07,Doha,Hazm Al Markhiya,Residence,884,354.0
2025-01-07,Doha,Nuaija 44,Residence,1734,400.0
2025-01-07,Doha,Umm Lekhba,Vacant Land,1400,430.0
2025-01-06,Doha,Umm Lekhba,Residence,1842,431.0
2025-01-06,Doha,Old Al Ghanim 16,Shops,507,1200.0
2025-01-05,Doha,Umm Ghuwailina,Residential Building,723,584.0
2025-01-05,Doha,Fereej Bin Omran,Residential Building,170,981.0
2025-01-05,Doha,Nuaija 44,Vacant Land,2821,400.0
2025-01-05,Doha,Onaiza 66,Residence,883,342.0
2025-01-05,Doha,Al Sadd 38,Residential Building,496,1311.0
2025-01-02,Doha,Al Mansoura,Residence,687,723.0
2025-01-02,Doha,Madinat Khalifa South,Shops,594,978.0
2025-01-02,Doha,Madinat Khalifa North,Residence,753,771.0
2025-01-02,Doha,Madinat Khalifa South,Shops,477,1217.0
2025-01-02,Doha,Madinat Khalifa South,Shops,610,952.0
2025-01-01,Doha,Al Thumama 50,Residence,450,681.0
2025-01-01,Doha,Legtaifiya,Residential Unit,77,1369.76
2025-01-01,Doha,The Pearl Island,Residential Unit,143,971.18
2025-01-01,Doha,Madinat Khalifa South,Residence,454,307.0
2024-12-31,Doha,Hazm Al Markhiya,Residence,1225,278.0
2024-12-31,Doha,Legtaifiya,Residence,1225,516.0
2024-12-31,Doha,The Pearl Island,Residential Unit,70,1428.47
2024-12-30,Doha,Rawdat Al Khail,Residence,1225,550.0
2024-12-30,Doha,Najma,Residential Building,417,1782.0
2024-12-30,Doha,Umm Ghuwailina,Residence,291,670.0
2024-12-30,Doha,Nuaija 44,Residence,588,442.0
2024-12-30,Doha,Madinat Khalifa North,Residence,797,326.0
2024-12-29,Doha,Al Sadd 39,Residence,1388,602.0
2024-12-29,Doha,Najma,Residential Building and  Shops,810,755.0
2024-12-29,Doha,The Pearl Island,Residential Unit,171,940.0
2024-12-29,Doha,Al Hilal,Residence,829,672.0
2024-12-29,Doha,Old Airport,Residence,532,611.0
2024-12-29,Doha,Madinat Khalifa South,Residential Building,904,822.0
2024-12-26,Doha,Old Airport,Residence,575,808.0
2024-12-26,Doha,Ghar Thaileb,Residential Unit,101,1154.22
2024-12-26,Doha,Ghar Thaileb,Residential Unit,95,1215.91
2024-12-26,Doha,The Pearl Island,Residential Unit,264,1529.94
2024-12-26,Doha,Ghar Thaileb,Residential Unit,83,1264.04
2024-12-25,Doha,Al Thumama  46,Vacant Land,450,375.0
2024-12-25,Doha,Madinat Khalifa South,Residential Building,211,1123.0
2024-12-25,Doha,The Pearl Island,Residential Unit,59,1534.43
2024-12-25,Doha,The Pearl Island,Residential Unit,139,1261.46
2024-12-24,Doha,Old Airport,Residential Building,566,875.0
2024-12-24,Doha,Al Mansoura,Residence,483,617.0
2024-12-24,Doha,Najma,Residence,212,701.0
2024-12-24,Doha,The Pearl Island,Residential Unit,141,1007.17
2024-12-24,Doha,Old Al Ghanim 16,Residence,157,609.0
2024-12-24,Doha,Fereej Kulaib,Residential Building,782,1604.0
2024-12-24,Doha,Al Thumama  46,Vacant Land,828,345.0
2024-12-24,Doha,Al Thumama  46,Vacant Land,960,345.0
2024-12-24,Doha,Rawdat Al Khail,Residential Building and Shops,668,1181.0
2024-12-24,Doha,The Pearl Island,Residential Unit,118,1340.51
2024-12-23,Doha,The Pearl Island,Residential Unit,125,1077.16
2024-12-23,Doha,Al Thumama  46,Vacant Land,449,375.0
2024-12-23,Doha,Legtaifiya,Residential Unit,105,1127.14
2024-12-23,Doha,Najma,Residence,418,856.0
2024-12-23,Doha,The Pearl Island,Residential Unit,171,1271.68
2024-12-22,Doha,Al Doha Al Jadeedah,Residence,120,774.0
2024-12-22,Doha,Madinat Khalifa North,Residence,598,350.0
2024-12-22,Doha,Fereej Abdel Aziz,Residence,288,750.0
2024-12-22,Doha,The Pearl Island,Residential Unit,62,1215.04
2024-12-17,Doha,The Pearl Island,Residential Unit,79,1496.36
2024-12-17,Doha,Nuaija  44,Residence,555,435.0
2024-12-17,Doha,Nuaija  44,Residence,507,577.0
2024-12-17,Doha,Fereej Bin Mahmoud  23,Residential Building,1020,3188.0
2024-12-17,Doha,New Slata,Residence,462,450.0
2024-12-17,Doha,The Pearl Island,Residential Unit,131,1062.4
2024-12-17,Doha,The Pearl Island,Residential Unit,227,937.88
2024-12-17,Doha,Al Mansoura,Residence,137,644.0
2024-12-17,Doha,Al Doha Al Jadeedah,Residence,120,600.0
2024-12-17,Doha,Nuaija  44,Residence,407,502.0
2024-12-17,Doha,Nuaija  44,Residence,442,483.0
2024-12-17,Doha,Fereej Bin Omran,Residential Building,204,708.0
2024-12-17,Doha,New Slata,Residence,450,450.0
2024-12-17,Doha,Al Jebailat,Vacant Land,1223,210.0
2024-12-17,Doha,The Pearl Island,Residential Unit,87,1384.39
2024-12-16,Doha,Madinat Khalifa North,Vacant Land,932,335.0
2024-12-16,Doha,Old Al Ghanim  16,Residence,348,1602.0
2024-12-16,Doha,New Slata,Vacant Land,806,288.0
2024-12-16,Doha,The Pearl Island,Residential Unit,175,1402.57
2024-12-16,Doha,New Slata,Residence,893,260.0
2024-12-16,Doha,Madinat Khalifa South,Residence,592,345.0
2024-12-16,Doha,The Pearl Island,Residential Unit,141,1202.38
2024-12-15,Doha,Onaiza  65,Residence,869,358.0
2024-12-15,Doha,Umm Lekhba,Vacant Land,1400,370.0
2024-12-15,Doha,Al Thumama  46,Residence,450,495.0
2024-12-15,Doha,Old Airport,Vacant Land,512,550.0
2024-12-15,Doha,Umm Ghuwailina,Residence,205,589.0
2024-12-15,Doha,Old Airport,Residence,434,468.0
2024-12-15,Doha,The Pearl Island,Residential Unit,141,1033.79
2024-12-12,Doha,Fereej Kulaib,Vacant Land,1672,595.0
2024-12-12,Doha,The Pearl Island,Residential Unit,74,1315.55
2024-12-12,Doha,The Pearl Island,Residential Unit,180,1122.98
2024-12-12,Doha,Ghar Thaileb,Residential Unit,83,1268.47
2024-12-12,Doha,Fereej Kulaib,Residence,698,732.0
2024-12-12,Doha,Ghar Thaileb,Residential Unit,95,1201.37
2024-12-12,Doha,Ghar Thaileb,Residential Unit,130,1121.79
2024-12-12,Doha,Ghar Thaileb,Residential Unit,85,1253.53
2024-12-12,Doha,Onaiza  65,Residence,875,425.0
2024-12-12,Doha,Old Al Ghanim,Residence,425,470.0
2024-12-11,Doha,Al Doha Al Jadeedah,Residence,250,762.0
2024-12-11,Doha,Umm Ghuwailina,Residential Building,291,1596.0
2024-12-11,Doha,The Pearl Island,Residential Unit,192,1305.34
2024-12-11,Doha,The Pearl Island,Residential Unit,265,1138.99
2024-12-11,Doha,Fereej Bin Mahmoud 22,Residence,291,766.0
2024-12-11,Doha,Fereej Bin Omran,Residence,99,845.0
2024-12-11,Doha,Al Doha Al Jadeedah,Residence,314,769.0
2024-12-11,Doha,Al Doha Al Jadeedah,Residence,312,750.0
2024-12-10,Doha,Old Al Ghanim,Residential Building,167,879.0
2024-12-10,Doha,Najma,Residence,135,619.0
2024-12-10,Doha,Al Maamoura  43,Residence,1357,363.0
2024-12-10,Doha,The Pearl Island,Residential Unit,190,1072.78
2024-12-10,Doha,New Slata,Vacant Land,900,380.0
2024-12-10,Doha,The Pearl Island,Residential Unit,174,1036.69
2024-12-09,Doha,Old Al Ghanim  16,Residence,371,601.0
2024-12-09,Doha,Nuaija  44,Residence,950,320.0
2024-12-09,Doha,The Pearl Island,Residential Unit,132,1265.04
2024-12-08,Doha,The Pearl Island,Residential Unit,118,1406.91
2024-12-08,Doha,New Slata,Residence,927,301.0
2024-12-08,Doha,New Slata,Residence,6951,250.0
2024-12-08,Doha,Dahl Al Hamam,Vacant Land,541,412.0
2024-12-08,Doha,The Pearl Island,Residential Unit,81,1488.28
2024-12-05,Doha,Fereej Kulaib,Residential Building,782,796.0
2024-12-05,Doha,Nuaija  44,Vacant Land,525,365.0
2024-12-05,Doha,Nuaija  44,Residence,812,532.0
2024-12-05,Doha,Al Maamoura  43,Residence,800,308.0
2024-12-05,Doha,Al Thumama  50,Residence,539,500.0
2024-12-04,Doha,Najma,Residence,72,1065.0
2024-12-04,Doha,The Pearl Island,Residential Unit,227,1549.74
2024-12-04,Doha,The Pearl Island,Residential Unit,79,1469.78
2024-12-04,Doha,Nuaija  41,Residence,391,487.0
2024-12-04,Doha,Nuaija  44,Vacant Land,517,323.0
2024-12-04,Doha,Nuaija  44,Vacant Land,500,316.0
2024-12-04,Doha,Najma,Residence,138,1178.0
2024-12-04,Doha,Umm Ghuwailina,Residence,291,702.0
2024-12-04,Doha,Al Dafna  60,Residential Unit,153,1412.13
2024-12-04,Doha,The Pearl Island,Residential Unit,74,1660.1
2024-12-03,Doha,The Pearl Island,Residential Unit,172,1077.39
2024-12-03,Doha,The Pearl Island,Residential Unit,265,1138.95
2024-12-02,Doha,Al Maamoura  43,Residence,594,271.0
2024-12-02,Doha,Onaiza  66,Residence,885,420.0
2024-12-02,Doha,The Pearl Island,Residential Unit,118,1807.29
2024-12-02,Doha,The Pearl Island,Residential Unit,119,1800.09
2024-12-02,Doha,Nuaija  43,Residence,963,289.0
2024-12-02,Doha,Fereej Bin Omran,Residential Building,592,800.0
2024-12-02,Doha,Najma,Residential Building,125,1932.0
2024-12-02,Doha,Najma,Residence,112,1070.0
2024-12-02,Doha,The Pearl Island,Residential Unit,86,1665.85
2024-12-02,Doha,Al Dafna  60,Residential Unit,154,1430.71
2024-12-02,Doha,Al Thumama  50,Vacant Land,650,315.0
2024-12-02,Doha,Al Mansoura,Residence,163,730.0
2024-12-02,Doha,Old Airport,Residence,406,549.0
2024-12-02,Doha,The Pearl Island,Residential Unit,182,1528.35
2024-12-02,Doha,The Pearl Island,Residential Unit,86,1859.83
2024-12-02,Doha,The Pearl Island,Residential Unit,231,1819.73
2024-12-02,Doha,The Pearl Island,Residential Unit,230,1829.91
2024-12-02,Doha,Al Dafna  60,Residential Unit,176,1430.71
2024-12-02,Doha,The Pearl Island,Residential Unit,254,1078.91
2024-12-01,Doha,Old Airport,Commercial Building,237,2744.0
2024-12-01,Doha,Umm Lekhba,Vacant Land,868,420.0
2024-12-01,Doha,Najma,Residential Building,946,799.0
2024-12-01,Doha,The Pearl Island,Residential Unit,231,1819.73
2024-12-01,Doha,The Pearl Island,Residential Unit,119,1800.09
2024-12-01,Doha,The Pearl Island,Residential Unit,118,1807.29
2024-12-01,Doha,New Slata,Residence,1234,339.0
2024-12-01,Doha,The Pearl Island,Residential Unit,86,1665.85
2024-12-01,Doha,The Pearl Island,Residential Unit,230,1829.91
2024-12-01,Doha,Nuaija  44,Residence,451,501.0
2024-12-01,Doha,The Pearl Island,Residential Unit,86,1859.83
2024-11-28,Doha,Nuaija  41,Residence,675,211.0
2024-11-28,Doha,Fereej Kulaib,Residence,1080,671.0
2024-11-28,Doha,Umm Ghuwailina,Residence,175,674.0
2024-11-28,Doha,The Pearl Island,Residential Unit,131,1417.93
2024-11-27,Doha,New Slata,Residence,1225,379.0
2024-11-27,Doha,Najma,Residence,112,705.0
2024-11-27,Doha,Madinat Khalifa South,Residence,595,412.0
2024-11-27,Doha,The Pearl Island,Residential Unit,158,1228.57
2024-11-27,Doha,New Al Hitmi,Residential Building,1624,1945.0
2024-11-27,Doha,Fereej Abdel Aziz,Residence,1241,749.0
2024-11-27,Doha,The Pearl Island,Residential Unit,328,1503.07
2024-11-27,Doha,The Pearl Island,Residential Unit,175,1536.46
2024-11-26,Doha,Umm Ghuwailina,Residence,142,700.0
2024-11-26,Doha,Fereej Bin Omran,Commercial Residential Building and  Shops,331,1109.0
2024-11-26,Doha,Umm Lekhba,Residence,1170,397.0
2024-11-26,Doha,Fereej Kulaib,Residence,866,751.0
2024-11-26,Doha,The Pearl Island,Residential Unit,177,1662.29
2024-11-26,Doha,Madinat Khalifa South,Residence,598,404.0
2024-11-26,Doha,Old Airport,Residence,150,650.0
2024-11-26,Doha,The Pearl Island,Residential Unit,265,1138.99
2024-11-26,Doha,The Pearl Island,Residential Unit,77,1860.46
2024-11-26,Doha,Ghar Thaileb,Residential Unit,85,1269.88
2024-11-26,Doha,The Pearl Island,Residential Unit,79,1403.02
2024-11-26,Doha,Fereej Bin Omran,Residential Building,1712,906.0
2024-11-25,Doha,Old Airport,Residence,416,480.0
2024-11-25,Doha,Al Thumama  46,Vacant Land,441,367.0
2024-11-25,Doha,Al Thumama 46,Vacant Land,450,375.0
2024-11-25,Doha,Nuaija  44,Residence,500,929.0
2024-11-25,Doha,The Pearl Island,Residential Unit,189,1252.99
2024-11-24,Doha,Fereej Bin Omran,Residence,168,841.0
2024-11-24,Doha,The Pearl Island,Residential Unit,121,1959.71
2024-11-24,Doha,Al Thumama  46,Vacant Land,780,357.0
2024-11-24,Doha,Nuaija  44,Residence,461,756.0
2024-11-24,Doha,Al Dafna  60,Residential Unit,153,1210.54
2024-11-24,Doha,Al Dafna  60,Residential Unit,153,1209.75
2024-11-24,Doha,Fereej Bin Mahmoud  22,Residence,102,1366.0
2024-11-24,Doha,Al Dafna  60,Residential Unit,148,1252.48
2024-11-21,Doha,Fereej Kulaib,Residential Building,877,1076.0
2024-11-21,Doha,The Pearl Island,Residential Unit,74,2058.41
2024-11-21,Doha,The Pearl Island,Residential Unit,148,1112.97
2024-11-21,Doha,The Pearl Island,Residential Unit,435,1237.23
2024-11-21,Doha,Msheireb 13,Residential Building,1528,4864.0
2024-11-21,Doha,Madinat Khalifa South,Residence,138,916.0
2024-11-21,Doha,The Pearl Island,Residential Unit,175,1536.46
2024-11-21,Doha,The Pearl Island,Residential Unit,123,1063.0
2024-11-20,Doha,Al Sadd 38,Residential Building,620,749.0
2024-11-20,Doha,The Pearl Island,Residential Unit,59,1563.76
2024-11-20,Doha,Umm Lekhba,Residence,669,450.0
2024-11-20,Doha,Al Thumama 46,Residence,438,424.0
2024-11-20,Doha,Najma,Residence,186,1033.0
2024-11-20,Doha,The Pearl Island,Residential Unit,128,1369.08
2024-11-20,Doha,The Pearl Island,Residential Unit,180,1286.67
2024-11-20,Doha,Legtaifiya,Residential Unit,211,924.15
2024-11-20,Doha,The Pearl Island,Residential Unit,87,1328.4
2024-11-20,Doha,Legtaifiya,Residential Unit,118,876.74
2024-11-19,Doha,Legtaifiya,Residence,1594,525.0
2024-11-19,Doha,Al Matar Al Qadeem,Residential Building,313,1098.0
2024-11-19,Doha,Umm Ghuwailina,Residence,193,732.0
2024-11-19,Doha,Umm Ghuwailina,Residence,214,721.0
2024-11-19,Doha,Al Thumama 50,Vacant Land,650,315.0
2024-11-19,Doha,The Pearl Island,Residential Unit,138,1273.29
2024-11-18,Doha,Al Thumama 46,Vacant Land,541,375.0
2024-11-18,Doha,Al Matar Al Qadeem,Residence,2123,406.0
2024-11-18,Doha,Umm Ghuwailina,Residence,215,1080.0
2024-11-18,Doha,Old Airport,Vacant Land,861,315.0
2024-11-18,Doha,Al Thumama 46,Residence,470,529.0
2024-11-18,Doha,Al Jebailat,Vacant Land,900,454.0
2024-11-18,Doha,Madinat Khalifa South,Residential Building,119,1351.0
2024-11-18,Doha,Al Thumama 46,Vacant Land,531,375.0
2024-11-18,Doha,New Slata,Vacant Land,771,315.0
2024-11-18,Doha,Al Doha Al Jadeedah,Residential Building,267,1401.0
2024-11-17,Doha,New Slata,Vacant Land,1377,270.0
2024-11-17,Doha,Old Airport,Vacant Land,466,698.0
2024-11-17,Doha,Fereej Bin Omran,Residential Building,168,802.0
2024-11-17,Doha,Al Doha Al Jadeedah,Residential Building,772,1444.0
2024-11-17,Doha,Onaiza 65,Residence,875,300.0
2024-11-17,Doha,The Pearl Island,Residential Unit,79,1519.66
2024-11-14,Doha,Al Doha Al Jadeedah,Residential Building,481,1758.0
2024-11-14,Doha,Fereej Bin Omran,Residential Building,1153,1491.0
2024-11-13,Doha,Old Airport,Residential Building,684,1087.0
2024-11-13,Doha,Nuaija  43,Residence,514,633.0
2024-11-13,Doha,The Pearl Island,Residential Unit,57,1703.17
2024-11-13,Doha,The Pearl Island,Residential Unit,175,1177.79
2024-11-13,Doha,The Pearl Island,Residential Unit,343,1758.35
2024-11-13,Doha,Al Thumama  50,Residence,455,447.0
2024-11-13,Doha,Nuaija  43,Residence,513,634.0
2024-11-12,Doha,Al Thumama  46,Residence,435,587.0
2024-11-12,Doha,Al Doha Al Jadeedah,Residential Building,996,2705.0
2024-11-12,Doha,Al Thumama  46,Residence,435,577.0
2024-11-12,Doha,Onaiza  65,Residence,1225,400.0
2024-11-11,Doha,Old Al Ghanim  16,Residence,100,650.0
2024-11-11,Doha,Nuaija  44,Residence,900,432.0
2024-11-11,Doha,Al Sadd  39,Residence,683,933.0
2024-11-11,Doha,Al Thumama  50,Vacant Land,650,315.0
2024-11-11,Doha,Al Thumama  46,Residence,570,1059.0
2024-11-11,Doha,Legtaifiya,Residential Unit,76,1450.67
2024-11-11,Doha,Fereej Bin Mahmoud  23,Residence,430,1054.0
2024-11-11,Doha,Nuaija  43,Residence,1026,516.0
2024-11-11,Doha,Al Thumama  50,Vacant Land,600,310.0
2024-11-11,Doha,Nuaija  44,Vacant Land,556,365.0
2024-11-11,Doha,Najma,Residence,171,1067.0
2024-11-11,Doha,Onaiza  65,Residence,443,493.0
2024-11-11,Doha,Najma,Residence,285,1054.0
2024-11-10,Doha,Old Al Ghanim  16,Residence,319,612.0
2024-11-10,Doha,Nuaija  44,Residence,461,504.0
2024-11-10,Doha,New Slata,Residence,1493,249.0
2024-11-10,Doha,Al Messila,Residence,902,680.0
2024-11-10,Doha,The Pearl Island,Residential Unit,264,1061.82
2024-11-10,Doha,The Pearl Island,Residential Unit,76,1584.87
2024-11-10,Doha,Al Hilal,Vacant Land,475,313.0
2024-11-10,Doha,Najma,Residential Building,246,1057.0
2024-11-10,Doha,Fereej Abdel Aziz,Residential Building,434,856.0
2024-11-10,Doha,Al Thumama  46,Vacant Land,426,380.0
2024-11-10,Doha,Fereej Abdel Aziz,Residence,84,1071.0
2024-11-10,Doha,Najma,Residence,200,1208.0
2024-11-10,Doha,Madinat Khalifa South,Residence,91,776.0
2024-11-10,Doha,Al Thumama  46,Residence,450,774.0
2024-11-10,Doha,The Pearl Island,Residential Unit,740,1479.47
2024-11-10,Doha,The Pearl Island,Residential Unit,176,1474.9
2024-11-10,Doha,New Al Hitmi,Residential Building,230,1575.0
2024-11-10,Doha,Fereej Bin Mahmoud  23,Residential Building,307,1634.0
2024-11-10,Doha,New Slata,Vacant Land,733,317.0
2024-11-10,Doha,Al Kharayej,Residential Unit,130,851.15
2024-11-10,Doha,The Pearl Island,Residential Unit,81,1420.36
2024-11-05,Doha,The Pearl Island,Residential Unit,140,1194.47
2024-11-05,Doha,The Pearl Island,Residential Unit,108,1159.14
2024-11-05,Doha,Legtaifiya,Residential Unit,77,995.26
2024-11-05,Doha,Legtaifiya,Residential Unit,77,996.03
2024-11-05,Doha,Legtaifiya,Residential Unit,138,966.54
2024-11-05,Doha,The Pearl Island,Residential Unit,85,1190.09
2024-11-04,Doha,New Al Hitmi,Residence,471,740.0
2024-11-04,Doha,Old Al Ghanim  16,Residence,139,869.0
2024-11-04,Doha,Legtaifiya,Residential Unit,139,933.16
2024-11-04,Doha,Najma,Residence,135,1167.0
2024-11-04,Doha,Al Thumama  50,Vacant Land,542,300.0
2024-11-04,Doha,Nuaija  44,Residence,430,562.0
2024-11-04,Doha,Najma,Residence,136,1166.0
2024-11-04,Doha,Madinat Khalifa South,Residence,600,436.0
2024-11-04,Doha,Umm Ghuwailina,Residence,214,712.0
2024-11-03,Doha,Umm Ghuwailina,Residential building,568,2862.0
2024-11-03,Doha,Najma,Residential Building,972,1166.0
2024-11-03,Doha,Old Al Ghanim  16,Residence,1102,801.0
2024-11-03,Doha,Umm Ghuwailina,Residence,256,907.0
2024-11-03,Doha,Fereej Bin Omran,Vacant Land,322,433.0
2024-11-03,Doha,The Pearl Island,Residential Unit,183,993.11
2024-11-03,Doha,The Pearl Island,Residential Unit,134,1411.82
2024-11-03,Doha,Fereej Kulaib,Residence,902,803.0
2024-11-03,Doha,The Pearl Island,Residential Unit,183,1131.51
2024-11-03,Doha,The Pearl Island,Residential Unit,92,1288.77
2024-11-03,Doha,New Al Hitmi,Residential Building,230,1472.0
2024-11-03,Doha,Madinat Khalifa North,Residence,744,1374.0
2024-11-03,Doha,The Pearl Island,Vacant Land,218,400.0
2024-11-03,Doha,Old Al Ghanim,Residential Building,327,580.0
2024-11-03,Doha,The Pearl Island,Residential Unit,228,1218.45
2024-11-03,Doha,The Pearl Island,Residential Unit,176,1230.56
2024-11-03,Doha,The Pearl Island,Residential Unit,223,1222.42
2024-11-03,Doha,The Pearl Island,Residential Unit,108,2096.23
2024-10-31,Doha,The Pearl Island,Residential Unit,96,1133.2
2024-10-31,Doha,Madinat Khalifa South,Residential Building,437,1063.0
2024-10-31,Doha,Al Hilal,Residence,2526,257.0
2024-10-31,Doha,Najma,Residence,660,1248.0
2024-10-31,Doha,The Pearl Island,Residential Unit,85,1211.73
2024-10-31,Doha,The Pearl Island,Residential Unit,112,1153.67
2024-10-31,Doha,The Pearl Island,Residential Unit,72,1465.95
2024-10-30,Doha,Madinat Khalifa South,Vacant Land,904,360.0
2024-10-30,Doha,Legtaifiya,Residential Unit,203,571.33
2024-10-30,Doha,New Al Hitmi,Residence,808,368.0
2024-10-30,Doha,Al Thumama 47,Residence,1344,350.0
2024-10-30,Doha,Madinat Khalifa South,Residence,900,356.0
2024-10-29,Doha,The Pearl Island,Residential Unit,107,1186.53
2024-10-29,Doha,The Pearl Island,Residential Unit,112,998.65
2024-10-29,Doha,The Pearl Island,Residential Unit,129,1220.8
2024-10-29,Doha,Fereej Bin Derhem,Residence,915,914.0
2024-10-29,Doha,Rawdat Al Khail,Residential Building,629,2142.0
2024-10-29,Doha,Madinat Khalifa South,Residence,905,975.0
2024-10-29,Doha,Fereej Bin Omran,Residence,127,1024.0
2024-10-29,Doha,The Pearl Island,Residential Unit,123,1249.67
2024-10-29,Doha,Hazm Al Markhiya,Vacant Land,1225,356.0
2024-10-29,Doha,The Pearl Island,Residential Unit,175,1007.34
2024-10-28,Doha,Al Thumama 46,Residence,450,444.0
2024-10-28,Doha,Umm Lekhba,Residential commercial building,612,2125.0
2024-10-28,Doha,The Pearl Island,Residential Unit,81,1605.7
2024-10-28,Doha,The Pearl Island,Residential Unit,62,1339.09
